raw,attention,meditation,delta,theta,low-alpha,high-alpha,low-beta,high-beta,low-gamma,mid-gamma
-265,53,20,991832,1211580,92059,54914,56432,441711,607124,520724
-13,64,14,241942,141295,6797,3357,1013,13355,570,111379
75,60,17,557697,30952,6473,5204,3641,4613,1346,75426
33,54,29,427321,121777,44643,25650,19716,9808,16786,481770
38,37,51,469903,103954,79845,11047,4593,9067,7947,572340
133,53,70,17316,5300,6406,3413,5272,7900,7537,581778
-18,53,78,462836,33017,8485,19935,2263,7010,7632,581820
-563,53,77,507418,129248,35457,21690,19810,11197,4314,631011
58,53,77,275319,45874,15304,50407,55833,21274,1970,6344
50,60,63,264003,17829,2494,1139,1504,1804,2891,134952
44,47,56,1131395,701049,26702,272344,310845,125964,31966,472903
112,40,43,428242,362368,47533,17987,52644,22442,11788,558864
106,29,47,1208955,191415,73202,45034,25978,6160,7591,528265
-58,34,53,1406647,170797,32722,38161,25548,31293,5890,327486
-125,29,60,370172,72732,34121,15349,7739,10371,8762,391597
-54,37,63,907041,204066,40625,17714,7030,32160,2699,419208
123,57,54,336267,611219,160852,3491,23951,132292,5436,887436
131,67,53,71382,42056,17537,1782,817,26521,735,150790
33,64,47,70879,216306,55969,3998,6066,15174,1230,101790
28,64,54,142711,90767,49529,34583,21620,22398,11492,181016
-13,64,50,318475,120211,4314,16249,10163,25781,10144,52789
-66,51,50,557312,218319,43444,34095,21119,28654,14128,48820
55,56,61,66274,44343,25704,49814,32216,11104,10081,57921
105,56,57,295705,55902,9494,25225,23237,12298,4831,74326
57,61,67,51306,39882,17991,8658,6539,18864,5986,60949
-54,56,64,189028,98308,11740,15133,23229,7291,7471,32183
-61,51,61,1007026,24568,9461,14315,7681,2341,3114,16859
17,44,63,1108001,131372,44499,20136,11224,13299,8073,73277
44,29,60,13932,97692,27473,1458,3764,7376,6078,63884
54,38,66,25632,47082,20992,5723,4215,10447,5126,46741
-7,37,51,7383,117935,16973,4804,8380,6702,2771,37945
55,54,51,13900,13099,3189,7705,3240,12152,11120,40680
43,64,50,22362,52447,10406,4950,4329,10874,7144,70185
67,57,56,9354,45586,40800,15304,4835,7093,7685,68779
-121,63,77,135838,11844,6599,19681,6166,3435,2348,18837
-69,57,80,733890,327001,205695,182667,201237,168004,10537,26145
-125,56,100,433417,12557,27572,37595,9458,11216,6781,41137
91,48,83,361071,118570,7124,13190,6447,3785,3412,16914
-2048,43,63,175607,77457,3868,9418,7796,5325,3409,9594
100,43,63,1476877,55783,16346,31475,25760,41718,21489,11023
27,30,50,149327,20795,1648,2399,5147,1725,2397,12231
326,30,50,3659687,118175,7646,75376,135793,80971,10163,10815
16,30,50,1400301,11264,3461,3557,1967,5312,9687,12034
-2,30,50,6036,1280,830,411,166,119,178,504
26,26,37,49932,22958,10965,2802,3503,3186,2078,7868
-4,43,56,117847,30283,56352,32791,18466,18507,9091,41671
1,57,66,87836,21948,9565,8259,8014,10931,13131,43792
-40,63,80,45284,18923,13453,7340,10790,4563,14842,30911
3,77,83,14789,12912,13248,8083,6559,13061,14495,54978
-105,80,69,10577,29266,6299,7750,13572,9605,5472,45480
25,69,84,506795,24090,41989,59918,13055,11327,10526,77908
-1111,69,84,354830,98556,8613,7990,1501,855,1049,1073
21,69,84,635285,42665,41289,62913,9032,17562,7796,4301
17,69,84,2208726,994381,269781,210002,197933,118545,73883,54402
-27,69,84,8398,874,480,521,85,684,194,714
9,77,84,13526,8535,1386,8881,5539,4349,1403,13976
69,64,83,43144,55359,19336,17836,6277,10032,9402,28732
0,56,84,390809,107858,32292,24595,47396,16975,13040,40588
-14,70,63,8603,24857,4186,6122,5032,14334,5845,42039
1260,70,63,1660271,256237,28479,35945,64633,24193,24037,22905
12,70,63,1950984,18731,12897,15417,4201,3332,770,373
4,70,63,11712,5125,1011,570,509,388,319,428
467,60,63,14407,13124,5860,3511,2537,1407,2652,7177
-539,57,54,416574,169104,36093,13468,36093,21166,14372,78662
-18,57,54,2274495,449426,46468,63662,67435,135247,57303,41282
42,56,54,298662,67916,7445,32091,39599,8184,8164,60404
27,50,53,638501,145298,19187,14012,15833,30749,23026,26218
-53,57,56,7061,13497,20812,6646,11160,6460,5660,44589
-201,54,66,332015,31415,19992,5768,6446,4080,1640,20741
42,48,69,855994,47539,17451,11874,8475,3188,2219,68026
40,48,81,355160,29724,17310,18098,12506,12815,11685,304521
-36,54,78,125952,143627,124633,83577,85152,111378,33430,199462
-21,54,78,1246021,132195,79180,88452,68221,47166,31678,38976
-51,54,70,434884,131513,35663,12888,12691,12403,4929,335271
7,56,67,1584718,30503,632,12424,4280,1933,2078,68242
121,48,57,303016,63563,6040,10528,7352,5973,14804,272074
42,34,60,467501,94608,46154,36339,12812,10810,6167,286952
19,26,61,511566,83047,25720,9322,10947,3873,5795,197515
6,40,57,76571,40885,897,18503,22349,12994,6162,93403
-33,38,53,153576,35122,2340,2345,2472,2436,1461,25008
-70,29,41,646306,275324,26528,44810,14546,8201,4796,115759
20,27,29,734901,596549,30741,26653,19026,17517,11574,39719
51,26,37,224820,42636,9955,24688,10166,14369,17328,21487
21,38,48,470464,38055,13076,9690,3054,11949,6724,50742
-91,38,48,779379,128641,17942,53630,12360,43404,15567,5384
38,38,51,842130,42569,9317,8226,5524,1668,1138,839
-81,48,69,1271081,97940,44611,27615,9705,13507,7028,18081
36,43,63,37244,74291,7777,16173,10004,9524,9425,31050
17,40,61,49314,63914,10988,20490,9166,13167,13665,43888
23,51,60,134342,126202,30453,16578,3085,19528,13935,20286
56,56,53,122181,61406,13907,12002,7245,12984,4655,11630
88,56,53,968514,216735,86098,107463,36177,102197,75914,59718
58,57,53,194834,52017,13976,4937,19775,7290,6505,19540
122,67,51,21415,24696,3289,16490,22572,16629,6481,36907
403,69,50,174968,97385,20702,10347,6992,19440,15263,11787
49,69,50,1173826,75047,43582,20302,31935,5785,2400,1283
32,66,50,62794,32661,9628,4319,4149,4003,1784,7116
851,64,57,343877,91640,43597,30983,19704,15254,18574,14228
327,64,57,77754,26257,2375,28611,25791,31342,27219,22630
1152,64,57,667945,36821,12133,5778,2208,1241,536,774
409,56,56,1463909,365835,85337,43530,101179,85028,11279,15255
-119,56,56,275936,24309,12642,14457,38388,21240,1438,1702
172,56,56,686665,22296,5550,6379,2758,1555,650,576
252,50,64,20880,2061,1429,299,460,273,143,1718
2,53,70,530842,55570,11448,35369,8073,13259,12454,448290
197,51,51,22944,2343,105,118,423,217,177,3261
-98,37,64,688038,169210,111068,115493,48993,11874,32640,20152
23,29,53,114657,371368,64943,18488,26334,16030,8526,19979
80,35,44,673196,68627,13651,19232,39628,23551,7071,77212
-5,37,74,69686,39296,56834,35076,20032,12317,7371,69049
-168,47,63,1084404,95185,37115,12204,35464,13943,10367,75428
-246,44,81,422684,18463,4556,8438,4555,3567,2807,16392
291,43,67,42565,14012,1432,4197,1569,1398,631,3131
41,35,70,381956,68654,33325,6628,10303,4569,3079,13592
19,40,44,675294,42949,1884,1378,11172,5117,4578,14443
145,40,47,2196059,91159,24285,58903,45237,20169,7384,89756
-184,41,57,470763,84704,60627,80437,26992,18023,3405,65073
74,47,66,474222,53229,36641,44962,18685,9911,6587,72032
109,48,87,488703,136425,42270,34479,22597,29888,16613,80611
-35,54,87,110376,5690,1517,3610,1376,2314,405,5134
19,63,70,638577,123515,26016,16086,33950,33187,8868,65461
197,64,67,497613,26133,18789,6602,4797,3786,2462,19196
-98,48,63,2655443,561077,66589,89770,21141,16582,7450,390249
99,27,51,3113470,550089,64203,45002,33438,18167,10025,557567
-86,20,48,702344,64185,9053,3954,10964,6380,2163,153365
57,23,35,604912,265961,44264,18046,100830,33798,10235,525096
152,27,29,1294894,402157,44336,27110,29324,20160,4263,504819
-17,35,35,1113062,287360,44428,50286,44785,21743,10365,495667
114,35,44,1559555,98782,45196,8907,4217,12813,8536,437586
148,20,44,689272,131205,12405,10818,6852,3219,2171,112834
-18,20,53,1101192,168902,72030,13907,20810,11798,3878,491067
-20,16,60,666748,96841,36386,28412,25493,5167,6627,567713
-85,20,51,688108,268080,34394,47174,55640,37096,15095,515985
37,35,57,579540,54840,9220,14066,11681,6490,3526,115778
44,26,50,919373,55616,3297,8622,9720,1275,2905,117408
13,26,44,502394,404633,92445,39701,7663,20077,7608,371618
83,29,53,128159,11034,2064,5100,1792,2804,703,20413
23,24,60,2026974,106898,39904,51840,22172,10680,17329,367369
6,43,67,283582,72574,22287,26337,27233,14892,14910,339985
-125,56,67,140969,53152,15801,7992,1292,10845,9727,377700
18,48,61,762404,269115,27299,62039,56069,20905,15049,626511
-109,48,44,551709,141428,6651,11859,19131,8131,2929,113772
88,47,47,620910,39991,15865,5385,4050,7080,1916,119049
77,47,48,1314374,55640,16178,19959,19711,12429,8032,507171
113,44,44,81886,172124,6869,23690,8523,10944,2972,580808
57,29,43,836995,203215,6207,12187,3908,2456,2645,112642
-61,24,44,710553,46202,28246,2839,7536,5057,2500,139531
-3,8,37,569670,60519,4494,7923,8183,1676,1608,150515
-11,4,48,931994,60177,21271,16569,6094,3472,2026,134400
-115,17,66,961093,30759,17058,6925,5355,2718,2456,115514
81,23,56,207461,244802,32924,25857,49471,29549,7781,402861
24,44,75,300293,10281,41721,34911,28870,20509,3819,155013
-26,50,75,359354,102433,6143,71311,18145,10027,8523,38372
44,44,60,181137,89924,10840,2330,7180,3032,1587,13898
17,43,48,138595,155825,3096,7192,13709,15186,8108,81659
23,35,16,362373,135350,3468,4837,37245,14511,6220,103192
39,40,16,606921,48047,29538,4621,10307,6901,10719,51184
65,66,23,40435,31963,5230,11080,18216,21648,4558,60509
82,64,50,106696,60780,70140,12201,10881,11970,6615,54907
16,61,78,55948,72219,43891,42052,8370,10976,6852,49440
-11,61,74,451812,160312,29876,25670,3365,16835,4371,64444
41,35,75,1016687,203095,38237,23758,9877,8790,6457,89467
57,37,69,18902,72384,42764,11056,18779,11234,19030,61034
80,50,57,171747,53856,22579,4796,20853,23017,7945,76779
133,60,63,520634,79193,40615,9999,4894,29129,3920,49937
54,74,63,183140,25089,6664,4238,3485,4219,1515,11633
22,91,61,12927,12584,4628,10358,2466,15318,9108,64077
-12,96,69,61638,13384,28120,10368,20450,24011,6173,54036
-19,96,80,55947,10836,18343,14095,4999,9934,8195,67349
9,88,84,170553,90608,50091,10986,8433,9116,11099,111266
-87,57,75,267638,305958,27741,27175,18971,8801,4194,266251
288,56,64,202934,3531,1098,1324,5152,2117,3588,111702
147,44,53,154577,5199,819,2271,1631,638,296,25301
37,47,53,290394,13671,3194,5306,2768,1475,3680,126935
25,66,57,627473,21874,5159,4806,7056,6270,3542,561504
50,48,51,795317,188959,19469,3165,7712,10484,5281,437523
-13,50,44,2301244,157548,27946,16871,35105,18313,6718,311475
92,70,35,78669,8387,2068,3477,13564,8428,5076,439365
20,66,38,18189,26891,11828,15073,29122,6123,5367,376828
167,75,54,56988,33148,7092,28564,16873,8885,2849,346908
44,70,54,514264,220459,12413,45746,38049,19033,8614,495019
-274,61,56,45525,21474,4882,2539,7695,7005,3091,417482
-26,44,51,541329,82270,5074,20522,20758,2110,3682,104560
38,23,35,2327249,492697,17156,38589,10413,7240,4069,374634
37,14,38,15736,140230,48318,11667,44100,6038,8602,363420
-2,3,26,1037261,168578,2777,9745,20826,12099,7303,356444
33,29,26,68979,18617,7050,6420,25637,10807,5801,488371
88,41,43,259311,153789,68899,38404,18895,12689,8079,497332
50,54,43,56158,32784,10632,2671,5609,6051,7078,528902
-149,51,69,205203,58096,41149,24755,5798,6035,7085,477945
108,38,70,1500108,178046,45873,16938,31925,17566,2159,476547
1,37,57,521774,63135,5707,4128,2328,3034,1131,144563
423,20,53,117334,214759,35554,11604,4902,5985,3717,585998
83,24,35,65180,14684,1459,1441,6154,1419,246,44525
151,7,38,802196,152246,48267,20787,6671,2527,1401,188835
-173,20,51,694964,8637,6801,2179,6715,2843,2304,82094
130,21,63,629579,142151,107744,28349,43969,6827,4808,159570
27,17,74,275117,185687,67445,14265,15854,15286,9483,155688
-6,37,78,288660,75124,56783,13505,13985,11301,5085,111900
-21,34,74,211606,21655,11812,1857,15616,3777,2549,119812
121,48,51,37953,54009,3574,2128,5155,7137,2281,103790
40,54,56,609634,128501,71129,26943,16935,23607,5510,109733
49,47,41,59306,102493,8772,9588,10865,4430,11290,156230
13,50,30,18790,39413,955,5173,5845,6681,3598,79669
3,43,40,59760,135983,22856,5945,8360,9934,5082,117740
98,60,37,170485,21521,14276,12132,10330,28292,6952,234417
38,64,41,713364,105817,14879,15824,28189,7703,7828,211100
107,60,56,233070,50819,16304,32013,21827,8314,6142,234627
-196,67,63,569921,15933,2687,7283,3698,3568,886,102732
8,43,60,808486,470158,74987,101591,33278,28147,5423,443692
-157,47,64,1251200,19094,5121,5854,7722,2789,1592,124044
-27,50,60,96772,18824,2744,5104,1820,3142,1468,129259
-41,41,48,292128,193752,11420,19670,21793,12761,7553,526875
3,63,48,8709,22803,9550,5772,19198,17438,2605,515428
171,51,40,2635797,264377,25444,18433,7497,7791,4948,529906
68,30,38,1438771,416430,98136,48463,15463,7917,2344,485530
438,43,43,389014,69439,22315,6257,32290,16449,3546,443065
-50,16,44,801347,404932,100967,41749,25189,18311,4227,440648
-25,30,50,656256,75001,14027,10171,2457,12918,1840,117857
-194,43,53,227114,157799,26113,47696,10433,10875,8193,488642
74,38,60,1078674,35546,33000,16055,45660,9484,3030,493660
186,63,54,168122,62842,9135,10355,9426,32833,4845,538145
-132,57,54,1124273,312398,14260,71893,39714,30508,11257,411892
65,56,48,217411,66043,12351,4379,2708,3115,1156,27209
54,48,50,309338,132959,15236,84237,32713,11529,23916,298314
37,38,61,565223,15139,3489,10692,4422,4499,5495,40178
74,48,67,1938393,91652,19094,69160,47617,35429,37920,125457
64,60,74,217644,8231,1385,3143,2019,1671,2694,4716
-55,57,77,924023,183807,104773,69079,20450,12925,46963,36712
83,41,74,1547257,274334,23309,105157,12868,11138,18285,117312
293,30,63,900611,152442,12438,21048,17149,12892,36743,56039
17,35,70,1647341,83707,49633,102259,31672,47619,28049,68438
-50,38,60,584898,71311,10780,5562,4260,4334,4909,28987
-22,44,60,1471888,81160,12281,31762,3222,7136,3970,24433
85,37,63,479496,257917,43509,31693,30914,10881,27565,19458
80,21,29,387313,853479,15695,3779,26441,35609,31802,39394
-52,26,47,410273,7425,4899,5703,702,1510,1442,1194
-163,34,44,168947,250562,70914,28884,58000,36429,21652,37659
73,37,44,2853327,730560,122699,36107,28899,37558,52255,28641
-11,44,70,1059549,177090,56504,41980,38698,27509,13293,20137
106,53,56,267633,33492,9132,1464,8258,8356,5076,7062
-27,44,57,264204,95691,39929,8205,24454,6304,9986,11300
-17,56,64,239468,104021,53358,10185,30561,23048,5589,49103
160,50,56,66545,161072,31405,2327,42644,8758,7265,33150
39,35,70,289988,94383,53808,69175,19272,11109,9671,37044
77,40,77,823707,109215,93415,3938,9889,14278,7974,19411
67,23,69,287368,318135,69716,3250,31862,10759,5630,32347
7,38,61,144126,75155,6263,1083,12687,18923,10818,26344
-7,47,47,52734,86728,8413,15280,15761,12012,24168,39858
60,61,40,46046,41349,11355,9248,13366,24287,7476,43540
61,67,26,543210,132999,280,6803,4838,6960,1561,6094
57,61,48,44818,70338,48173,21203,9761,16664,4940,38887
49,74,51,14940,38093,9658,7467,10385,16598,11124,40922
150,60,60,190050,44935,44199,19721,29369,11005,10212,17627
-25,66,83,581033,107968,70125,12263,8877,15585,10168,24922
29,53,64,366259,515935,27722,27512,13635,20055,12750,60708
21,50,51,507497,141836,9981,1243,13959,31907,12551,55059
66,30,37,965866,95418,12368,2334,7083,1558,2490,23625
57,38,30,1408330,169251,55096,12450,13938,42121,21922,42675
-1,47,47,571525,100375,50017,21238,14201,15105,6898,27330
61,30,61,2314440,225446,31877,47720,13609,13352,9833,29435
-46,56,74,176008,15458,7390,5201,2853,5519,2475,7257
164,56,74,1271855,110494,31807,13363,8211,25617,8688,24498
133,67,60,127817,84888,3778,11547,8829,31843,3835,32405
-114,69,60,244372,58263,20720,5686,11228,4346,2348,12930
-83,67,57,261305,64157,29851,23471,36503,18406,3765,40594
55,63,54,365685,193859,33729,15837,7798,22793,10788,45605
104,53,53,406937,147719,13036,3493,8101,17261,6010,60621
-77,47,44,417259,166797,9449,12275,7311,5599,13524,39164
-203,20,27,259918,310149,5358,15326,7535,3218,4770,9164
-39,8,27,196293,173840,31268,14382,5795,5815,7668,24385
91,1,44,832861,112180,54119,39257,14193,5244,13257,40230
73,1,50,1000241,336486,59149,36214,33391,24146,12794,125327
-19,14,61,775709,334556,77083,7030,14137,17755,21184,164049
102,23,66,2036715,61776,15575,15976,9503,6329,11479,42245
3,34,54,780191,557926,102056,24454,49641,48793,44016,199564
-4,34,69,107254,6718,10196,2702,1398,1116,1266,7611
324,37,88,68438,36575,64380,3195,6059,6225,10850,43568
39,27,91,127418,46830,19136,12861,6383,1996,3143,43078
11,29,94,1502771,905760,284165,76158,125701,97940,49438,103052
-108,26,84,88463,27958,10874,2779,7726,1908,1689,3233
56,26,74,665179,55098,21055,15045,16982,5673,8702,66289
57,38,69,1455209,120407,47567,14544,10182,16615,8172,470474
49,40,64,673220,69893,11033,3494,4500,7812,1615,137708
-56,37,63,1926594,130298,39362,13069,13913,5460,5112,655611
19,37,53,826013,127159,12036,8696,13420,9534,17095,630436
-350,23,44,203614,56472,5385,6637,3724,1712,1338,101482
64,20,48,1302961,189518,37633,12838,16036,14599,2265,330198
-20,20,50,65995,138415,22071,5746,5293,7218,6259,365582
-40,41,44,1901,72399,4516,5892,4402,20980,8118,351165
20,41,44,1901,72399,4516,5892,4402,20980,8118,351165
72,40,35,6834,149666,13464,3218,7042,8919,3779,366363
40,41,48,1420406,54755,52403,33491,27048,8159,6083,383618
120,27,54,354761,344550,41917,57935,59090,24999,4441,325322
-12,27,61,97410,131281,57855,3285,9399,6741,7518,325696
-70,23,63,1133836,296091,13651,24489,15170,10447,10743,259493
-10,16,47,570572,507168,38586,50039,19935,19634,6669,364524
113,13,47,1064017,354093,84362,6422,11277,17242,8114,335022
156,17,38,1297087,193922,18601,11053,7217,12968,10683,318116
-339,16,51,791088,844350,419566,136619,67418,33786,25790,285559
-845,23,60,425217,68676,11964,22873,24225,7043,2103,4585
-59,35,61,81137,6654,1188,1445,1316,1301,140,2986
73,35,66,1364774,347298,11382,88065,37696,23923,10244,226062
41,40,51,230737,83541,4924,7077,12084,4629,2345,96161
20,38,56,1438879,124197,81677,14979,12922,11976,2904,122117
10,38,69,815707,29430,64302,40937,38657,19538,4645,105677
100,40,77,297889,59562,30669,8003,10210,6746,5082,403351
-14,27,78,764577,99147,8823,6814,12151,1554,2833,129535
97,40,66,790897,51843,3614,7773,7523,12374,1734,147127
92,29,57,1040747,77451,33607,16037,17401,6208,11477,363673
75,29,54,111661,57648,16653,8994,5973,5973,4253,461033
134,41,64,703888,175257,41500,60434,32267,13313,5089,492342
-101,34,69,1365769,110798,18654,13044,7399,9672,1891,117643
-7,35,70,926062,44176,15531,15344,5002,4470,1543,123841
43,23,67,616871,317511,67926,18811,20578,8921,3734,480635
81,13,56,934927,521668,13744,52349,22144,8325,10300,473983
20,20,63,8474,15578,7283,7761,5288,5322,2647,362680
-137,27,61,7274,25355,13195,5733,8259,5525,5136,410254
8,44,70,484824,44532,26672,28419,26806,13795,2781,453570
88,61,80,775016,106093,26221,20572,10011,13736,10530,430177
60,53,74,792021,55573,13182,4584,3916,4406,589,118127
-119,30,75,1516534,271605,110479,57661,40829,5207,10247,446789
44,23,67,991244,113111,7741,51665,44053,10808,6327,431322
-97,30,77,13919,24202,14610,25534,6805,12966,9411,464318
28,20,70,1429315,293636,9666,40884,26226,6292,5413,446662
24,41,51,3654,132296,7039,2954,18976,17478,12613,463076
106,51,53,559295,139109,63851,23352,20154,42970,7285,454701
59,44,41,928739,23533,5974,3645,5858,3318,1030,112894
8,63,48,216415,33689,9330,3684,8781,5684,995,118834
-74,50,53,151660,345793,13452,30212,8507,13002,5154,472011
-35,38,64,798928,61829,47705,74801,11933,9419,10076,490782
2,23,63,883931,158511,6812,26240,11351,3546,1962,120737
160,17,66,1308367,27171,1991,14841,12449,3142,1565,138757
11,13,70,1047824,99256,8757,10919,9365,1968,561,121370
-68,10,50,1818288,437779,26190,50731,53472,19769,8269,536016
37,8,53,411086,471677,135617,19439,13767,10985,5382,541663
52,8,54,377587,56236,39932,6690,19298,7002,8012,572310
89,20,61,390243,182411,38939,57686,45415,20212,16226,549405
196,21,61,1211870,248007,10300,26852,12971,12981,9010,562426
21,26,57,931604,43234,7291,3502,5906,1535,723,32335
37,27,53,2472785,259361,18637,75321,24966,27459,13793,561448
17,26,50,318121,26206,5517,3825,5383,1796,1107,33235
-58,34,53,2001446,129343,16576,11871,17761,14381,11018,463751
48,34,61,176401,171093,107729,12853,42908,7388,6174,383660
108,26,74,789311,18678,30104,2768,10934,1973,1556,104007
-52,16,50,1523563,453258,1508,10483,102040,8974,12200,429655
-69,10,56,912303,38317,11184,4471,5349,2416,1677,109137
1,16,51,960293,244558,52590,54305,32898,19534,13784,511062
18,17,41,66000,15754,4842,2325,4965,1115,853,34032
93,24,63,170509,22389,5226,487,2105,1045,541,33651
122,26,70,439322,18147,12658,10535,6653,2161,1404,85408
107,30,66,230449,148009,8789,26398,12569,18020,9190,265877
-51,30,61,672443,260283,18887,45595,34245,14439,5021,390250
11,40,57,472427,163114,9709,20085,5430,16425,19650,605106
61,26,30,288912,59931,523,2248,1537,708,430,40055
131,16,24,2722105,481267,42581,13210,34179,18303,5106,520041
49,17,29,1110749,104059,20466,38812,22415,8704,5419,523808
400,16,37,1112265,38896,6609,7205,4477,3955,3039,55464
56,24,51,455956,368612,48129,35253,39334,11404,10278,153239
-12,37,63,130650,242922,88560,38780,37164,32710,10257,107920
360,26,56,1373054,1255794,66217,176226,82562,29390,25011,88004
24,24,70,329542,106821,117275,97115,12443,19758,10778,13570
48,23,69,1991345,904632,100570,79486,46199,24875,38889,94886
48,23,75,124175,19622,11175,7341,3183,4032,2983,22409
133,38,87,235132,142219,55719,72589,28371,28106,9456,95356
-12,41,80,639269,5352,2225,3918,1891,957,1204,8097
-242,48,80,565522,193258,41211,4983,11444,9192,8102,118531
-20,47,75,38227,36696,5259,10502,7060,4628,1571,22240
69,51,66,11103,30083,5665,9180,17851,7110,9140,151098
-203,47,38,1138895,224018,3269,4303,22819,13370,10064,148299
189,61,38,60807,33496,7825,2835,10926,8059,1773,23525
86,50,29,812371,205503,14653,15770,10533,7007,2966,53259
97,30,35,1797258,356291,144978,34333,17147,11979,5697,567875
102,29,60,988758,97968,26202,32225,13989,7399,3064,160000
-155,11,64,745645,70653,21233,7947,2870,3016,2160,149028
-135,14,56,551680,366818,4970,13829,12210,15094,2481,179251
-43,17,57,1921323,478943,207434,122728,44931,22588,9947,768107
-92,24,61,1026480,46222,40791,15731,14017,10663,1320,178445
-2,43,57,1127476,135918,23799,30898,40191,33840,8526,425270
92,43,87,957828,172543,196943,54313,53754,17585,13650,474170
-164,48,77,1624754,392911,53450,32622,24873,23109,17629,508067
112,41,64,674528,309012,75944,20502,104399,21577,7739,164331
-109,29,61,1285779,640853,69850,55482,20917,42782,60702,105469
-85,43,61,795963,19307,18259,17029,6575,9021,5229,12613
28,53,66,256343,10524,5400,3469,9686,2476,1236,7882
-235,53,70,398089,211461,28818,58373,17183,15440,14463,61824
-5,57,81,169267,13385,11559,2988,5532,2595,2086,23769
-229,44,61,1551995,577492,28251,32094,18449,26101,23566,67068
272,38,61,195225,165555,28650,60663,32314,17237,11191,65040
108,51,56,2648987,72648,14183,6838,17646,17317,12622,23931
168,47,47,404247,177668,19786,28974,22069,12856,13577,14306
25,66,64,26299,14418,20968,7401,7023,14566,16951,62942
-29,60,54,1325350,340297,31436,15106,26811,13118,21888,86604
-33,63,66,1188696,45640,32168,22594,4138,25305,9921,97991
6,64,69,102154,132663,33215,17027,11633,14037,7719,104228
28,34,53,473359,579880,44411,27115,27733,8720,5538,316449
8,53,64,1897978,79755,46043,21456,21114,39978,16342,629321
48,48,64,221519,6856,8545,2861,6577,2662,2979,112071
-312,51,61,286385,87898,12067,9198,8390,12543,11968,456599
87,60,69,730663,346904,91895,19139,20599,14790,7159,344410
-56,40,53,758244,103314,3794,5393,3843,3206,2060,76092
-44,48,51,5240,17263,8762,8594,6005,12785,16152,311595
5,44,53,267881,216566,55301,15018,17131,25481,6440,360670
53,47,44,2426954,278685,15843,17436,12472,10349,8632,312137
11,70,64,905559,34301,28635,33977,15002,36762,13472,430970
140,54,61,1092932,309726,26195,85170,5666,23681,9360,455302
147,61,63,49152,69483,14617,21354,18069,16610,6609,548055
4,77,74,616013,82095,34536,20108,51850,23513,9266,533935
-136,64,67,286388,77144,39304,12772,25771,15544,15233,451187
7,77,64,957830,61794,20535,2944,17859,15595,7960,422549
-141,54,61,824261,309658,56409,16686,15324,7306,6135,406744
103,51,61,142292,75014,19849,31832,28363,14300,7598,476334
-134,37,53,605844,90892,11677,3652,16747,2706,2845,85315
-237,30,57,1022682,33592,23163,1928,19238,6859,2010,74253
10,44,74,2153312,77193,142264,14253,27315,19277,10317,128963
-44,40,69,138016,39013,7987,5352,5841,3432,2071,49747
32,54,67,24109,83640,1864,11119,11714,11733,19855,192003
-24,60,64,909359,52500,8438,12194,5914,13213,9912,192180
7,69,54,63996,28956,17841,6353,10614,13714,4372,291314
235,66,61,660091,252548,98239,66340,19896,16910,13960,219576
48,50,66,77086,332919,48236,17559,11257,8470,10573,211937
48,47,69,1448830,21705,4767,9514,12334,4535,5596,144407
54,27,64,1527518,108619,24740,11745,18643,5394,2175,125890
37,24,57,892570,185105,43059,14387,10338,7739,3347,151223
57,44,67,507614,11262,6981,3551,2642,3778,1266,38173
43,37,70,1048904,41577,14400,14271,5169,3412,1719,150785
139,43,70,724512,58990,14223,5947,15791,5614,1364,155411
13,37,69,1127298,217684,50006,10113,7260,5430,1378,186166
-66,29,75,266670,17989,21681,3819,6865,3507,1543,176755
-13,29,66,2310632,46381,7748,8389,11956,3362,2579,148649
-169,20,67,467931,174222,16299,44042,13345,6363,14961,463884
44,38,66,599798,80980,11714,8262,7487,11951,4463,50019
-155,41,54,1004359,115365,29499,8212,18057,18004,12468,115724
-45,43,60,146730,199538,88925,27989,28812,20408,6695,114680
-34,67,53,135517,8826,469,2348,8368,3763,2733,48883
-167,74,54,741677,76959,1545,31585,29630,20779,10596,117340
1,63,64,773410,196155,121627,60884,11233,15390,20820,119773
48,63,69,2578915,83208,87593,29007,31091,12856,7109,86319
-24,53,75,1423936,78399,18850,6726,21103,12800,7480,112429
23,54,81,292292,29500,20075,19380,16824,15554,6354,125201
27,53,75,301643,18699,3918,3760,889,885,633,9678
409,48,64,160503,234134,83423,19118,47219,13270,15243,89642
28,51,67,634004,40745,19167,7089,23808,12244,2323,28780
-23,40,48,995248,63056,3323,1518,8830,4654,2644,31684
77,47,41,18141,170910,30863,6444,9325,13692,4672,107965
26,64,38,41511,38060,7432,2164,3001,11580,4047,109957
33,57,41,199127,56542,4196,33315,22864,8706,5630,101547
82,74,53,8704,16370,2187,6020,9539,8134,4207,137807
7,78,54,6646,58857,6421,15842,13489,7917,10965,116152
28,69,64,145502,22691,12191,13069,17330,5281,3690,197640
-93,70,69,283017,80477,17054,66059,18630,18809,9107,455540
40,63,87,123378,19230,41894,9714,3985,9245,8562,568692
59,54,83,273008,74217,7339,9624,19322,3837,3493,160275
83,57,77,486340,62622,9642,13239,16148,14116,3459,637051
85,50,74,1553087,146927,58718,33524,11458,11037,3900,572327
-8,40,48,848231,181774,8123,13673,22183,9907,5219,543499
-390,48,53,2088173,57561,14176,24719,32963,10290,13334,579876
50,44,51,487437,179669,23538,15358,15608,25217,4835,615222
