raw,attention,meditation,delta,theta,low-alpha,high-alpha,low-beta,high-beta,low-gamma,mid-gamma
-4,44,81,72091,21260,3983,3066,4104,1388,996,36447
165,53,64,22093,79728,1173,40260,25013,12398,4677,136038
306,47,60,914035,1532270,116307,96036,25010,55260,9368,110078
488,54,54,147109,46023,5295,29321,10567,12397,2134,2051
-170,60,63,3046296,63524,23148,56477,63459,11954,3042,1715
123,56,74,2111105,89533,108492,9666,6934,15572,4319,3212
162,75,93,3571682,27290,44185,17834,16212,15896,6472,4869
-13,61,90,1044028,227198,44680,60558,47396,14653,11412,114927
17,63,88,882210,33272,15745,6712,9998,4841,1104,44112
74,66,81,23437,45038,8726,20105,4345,9363,5096,185662
43,44,63,598289,207900,6188,25352,9037,4155,2117,221186
25,53,64,143632,93180,44203,15929,14906,16318,5227,198478
-29,54,57,86481,60968,13003,6112,9844,8221,7771,187301
-10,37,67,517304,72679,98658,18401,7053,3537,3099,177430
-167,50,93,504759,24101,87255,13677,8956,9034,888,49778
-210,41,90,1434284,126710,22440,23275,10809,8111,2056,172479
9,38,100,1292487,46949,27141,16279,8626,7103,1549,163589
-241,44,83,373776,113065,6465,26009,7838,5973,1995,131136
25,37,60,593362,271322,31704,22986,18973,9683,6430,189864
-1029,29,57,334731,128978,10780,30996,3727,4045,1574,15885
76,57,54,1575676,375458,224235,116808,70228,287674,13359,1034301
-329,77,64,514205,350065,225452,3920,8289,103137,1550,647834
-153,94,74,193841,303810,184243,102036,8354,105323,514,632792
-204,97,84,407324,216818,231631,20203,3797,102849,2524,528901
289,90,80,1256578,415357,67670,75152,12143,90769,850,514654
277,88,77,1202978,184193,64282,30634,9930,46201,1960,475261
-461,87,74,1430460,799261,383677,93100,27934,147226,5275,1685312
348,88,67,910079,250612,135328,2743,3792,99251,1708,427816
220,93,69,873854,621591,224787,130006,37580,259995,3512,1556240
163,93,70,760216,214250,137898,2125,4096,59649,1293,356490
9,94,64,1035766,566067,110724,75578,13943,104626,7435,895539
59,94,64,450419,44365,2835,12775,1756,14088,260,61310
-388,81,69,1105248,40347,21152,18686,5203,5296,764,54280
-284,80,70,912020,83686,47144,8702,2782,31401,1763,347540
392,78,61,2116510,1482551,242034,106720,82277,270903,15551,1100156
97,87,67,529468,69111,57701,6017,5012,46781,2667,282823
258,100,57,1106104,493243,162264,31608,15759,173851,6034,1133210
363,100,57,469218,53618,35900,5530,6415,34078,800,263959
284,100,61,1055498,558520,173516,27435,15938,250529,1958,1028067
395,100,64,214603,23258,21705,6781,5688,11390,536,160388
19,100,63,265437,502696,67697,74080,12626,74208,2095,845923
-7,88,67,208564,103421,61597,30834,3235,18103,1457,251514
13,88,67,493086,36640,35997,4155,4243,6416,267,69339
83,80,70,743805,147625,37164,28138,8507,29088,1190,237502
446,74,64,770342,678552,127851,135015,20276,112452,7495,962675
411,78,80,600045,52271,74366,30113,4815,34230,1476,209670
224,84,81,705631,49229,49378,12888,11575,17543,954,208533
268,91,81,1898879,256838,90430,52400,30103,114008,4182,799802
3,94,77,823244,412819,78810,30546,7597,97450,5382,666688
3,97,70,1141815,105746,103355,3766,8174,75791,2582,654720
-3,93,53,674569,538321,42137,33138,20207,61412,3060,715410
-73,80,48,768006,603806,133226,24264,20434,62772,1652,662773
106,91,53,398548,132878,60616,15304,5484,103724,3947,661950
173,84,37,1884466,287732,6053,28874,12770,56855,1143,630614
317,83,53,339064,227954,95956,129057,6880,44573,1482,606687
226,91,60,533494,195917,76111,48724,10500,57871,3330,617485
205,83,67,635945,110305,75415,40765,9992,46320,1429,584220
68,80,70,2194609,493064,69403,22869,15344,65281,1703,594328
-13,84,75,1268049,142289,211081,35685,35857,55429,1665,478807
-110,77,84,112738,31697,53721,5163,6033,8063,363,123512
-52,57,84,907072,1486888,499147,551576,54165,83809,25889,1713334
-42,67,100,1607462,49712,53694,19150,4944,47796,2096,454139
68,75,83,1943508,172329,31211,20801,11696,60991,1889,458004
281,77,66,185313,96710,10088,14980,1990,13431,888,107053
81,90,69,633811,64550,78999,21698,7886,18579,1054,417907
250,83,70,154405,9503,8602,5075,2313,4589,616,101901
168,75,81,2037083,386949,158318,166858,26313,82820,11662,1615478
99,83,78,1860778,328433,62999,27262,104198,105162,3795,1530788
-5,81,56,272476,95603,6480,6115,4697,10999,796,73973
-110,74,57,1857244,61340,39901,34289,15726,11759,769,300169
-39,67,63,764431,75270,17507,87055,19699,14470,2054,303588
-35,56,69,1057908,328583,81541,34774,28711,32203,1860,318294
-23,56,75,638619,43328,3512,9270,9101,4953,1020,70321
-201,56,67,866051,19203,8587,3188,3787,2843,569,71866
153,64,57,1724982,66367,10241,20601,27491,15668,2287,280354
185,60,63,556591,9422,5376,1342,2011,887,229,18110
84,57,67,1872086,25574,2624,9331,581,2731,619,61479
-97,56,53,1073477,405535,15837,29203,18604,32804,907,243253
35,34,44,461380,483016,9479,54148,13821,10178,1040,292108
42,29,41,1860109,170574,28513,39352,19934,8352,4353,279142
-140,37,47,954690,12876,17258,2884,9719,4162,838,66671
-120,16,60,1978173,294479,97492,20501,25590,4925,2201,282060
4,40,75,726121,89569,32794,41483,7520,30093,1021,290326
248,48,64,1186947,249748,9637,21844,13033,20721,1384,259926
-28,41,63,1260219,64654,29566,26849,9911,8113,3392,231886
121,56,63,795257,119385,21776,34426,15425,8471,1208,236459
35,44,63,1057800,62327,6559,40444,9160,6149,2346,215993
396,41,74,182834,42147,7889,7210,2995,3195,870,51835
213,35,67,359059,56405,18258,8223,4084,3179,491,63034
-156,38,56,1651535,575174,15118,59559,44600,47681,17529,1044746
-150,38,48,263549,36334,5238,7219,12829,2780,1323,60619
3,37,50,449614,15028,3683,3665,2684,893,433,12034
18,38,44,1168696,138855,10084,27198,16979,6889,2830,219805
-83,43,56,956381,48829,9647,16152,10819,10998,903,215511
7,40,48,287895,114944,9334,5289,11353,5511,842,226954
202,41,43,1509600,143334,14408,22518,7565,10179,3183,206111
107,41,44,1068998,70724,7671,14585,5574,3773,2269,185352
-130,26,37,82843,93245,10108,3558,7175,3259,1000,193630
-36,26,50,1837874,99003,34153,11617,5696,5370,3638,195414
101,35,43,846494,436802,50937,37472,84342,75594,17483,614762
-44,34,44,861390,19454,2742,5311,5445,923,269,40520
61,41,44,2148367,73016,8600,3007,9517,5516,1373,91585
33,53,50,554921,50697,38072,15690,16155,12077,3315,103496
193,54,69,667107,11092,16582,4889,5213,5345,1515,117954
83,61,63,1219943,43863,3544,4572,3831,3666,2589,168606
-125,54,56,374887,48604,825,2547,2745,1642,646,44482
82,44,48,1110093,104136,19777,14426,12623,5204,1525,185749
89,38,29,207259,112209,11836,12285,8454,12409,830,195453
65,35,37,1326123,483766,116217,75780,45876,33056,3758,721950
177,35,43,712227,175138,14364,12112,4312,6385,527,176199
128,35,34,56136,40947,2564,1867,999,1890,670,44766
-321,27,38,2009813,471508,53325,91110,15611,27205,7125,681711
-110,20,26,1597606,114103,5944,6511,5477,3028,2654,152255
173,20,21,497287,227881,11928,4997,5243,8424,1767,171904
39,37,43,1078749,34949,44058,25485,7679,21243,754,163047
73,40,43,1280508,47385,7713,7152,2183,3917,736,42809
153,54,57,405077,14038,7490,1235,2341,2091,245,39591
218,64,83,1296125,30864,31687,9504,7810,6454,1607,209288
-183,51,74,358838,11716,4446,1865,2330,951,318,47667
-3,43,67,317004,26319,2088,2530,1660,868,431,45722
18,23,57,949805,104705,14445,3119,3584,1756,1079,164381
177,14,44,880711,155216,32075,10358,23857,8440,6896,663236
104,11,38,1034893,313297,35135,43598,36913,14385,4046,607664
-25,13,43,1413579,124863,22150,17452,11801,4836,4672,622439
-38,26,38,95180,76258,3341,4160,3096,4213,1833,144316
71,38,50,106122,26298,32486,2441,7895,9311,6172,586908
68,51,56,376311,15864,8155,1512,5331,3443,1046,132543
86,54,54,696502,88762,10352,18851,21648,4228,2701,526490
73,60,70,378795,62948,27203,12824,13565,8790,5250,518997
-149,41,67,81380,81416,28469,29945,18207,3552,2701,445795
-213,21,66,868526,227675,43729,32390,8316,5806,4330,466471
73,34,64,198355,61878,4868,16624,27552,10696,5485,474481
97,23,57,1427431,81681,5373,20012,16423,3514,1000,140990
-7,27,56,105605,102810,65051,7517,41202,6553,3299,502855
-120,35,48,1922268,247531,34242,8070,31612,11862,3410,506178
-38,21,51,576207,385268,63823,51889,19136,14775,2864,556160
93,34,61,1428346,83485,45774,63178,58657,18742,5066,532760
99,37,57,1420457,172057,12498,44024,6630,13146,3041,534302
119,35,66,845571,164964,21020,45640,13774,8160,6463,504878
176,14,54,107591,91508,10766,11659,1821,1529,759,145772
408,26,74,1242645,5628,23673,5140,4259,6274,766,129634
-20,40,84,370509,15544,12115,22981,3180,6653,1320,117630
61,40,84,370509,15544,12115,22981,3180,6653,1320,117630
-62,75,88,790208,121049,26294,19802,10787,12743,6615,411118
16,67,75,650316,122217,49673,30589,23523,17015,3350,433504
57,51,54,1995532,269595,29845,20866,34908,8014,3055,488699
264,41,64,170752,88411,42126,30002,5771,8592,3185,472897
310,44,60,102257,60318,2870,11819,6991,7810,3280,429212
-90,41,50,514097,137494,11353,19946,19957,11795,2890,397421
-17,51,61,314015,21361,10005,4138,2667,2580,1656,102674
-69,57,60,1120182,43863,29701,16162,23687,7795,4059,365285
-83,56,61,458247,147670,29298,12002,27355,16316,6095,337629
24,67,64,417329,58253,10548,18784,27881,20396,7287,346167
5,66,51,405427,89815,8834,4300,5544,7037,4313,333209
-150,66,44,175791,196617,31455,65355,68164,27918,9175,332233
41,57,44,434726,88388,11774,9812,5782,3939,1172,94513
132,41,43,96430,57812,6749,8781,5690,3133,1037,76900
32,23,54,802008,85495,31198,6711,6821,1596,1708,72966
-29,23,47,155766,42987,4397,4666,14065,4492,1832,271273
58,29,51,177422,106507,19260,32459,14083,11951,3623,298826
-228,24,47,906029,171666,18872,7045,10650,4895,2424,247474
17,48,50,90475,59406,40104,12236,6431,13390,2198,264877
-106,44,53,544339,111868,10368,15712,24091,8444,2294,242688
49,54,54,224271,52931,20628,17850,10182,22056,2872,265568
-109,60,64,312284,77662,25492,11422,16636,4413,4664,259293
4,57,60,737306,102420,28016,28646,33777,17533,7264,228126
-30,64,69,881951,27432,9617,16309,14831,6320,5309,245518
24,50,77,24013,44062,34135,25447,22618,5292,3342,230341
55,44,67,573464,104614,5967,11134,6359,2663,1793,54455
109,40,67,15937,87004,33476,12741,21509,10183,8157,237362
40,20,67,301837,77501,28706,13834,9985,1978,3617,234563
26,24,66,77775,47815,41248,8358,13904,6830,5748,237028
34,34,70,163107,33829,4521,5839,3033,2423,816,55916
-26,44,75,38092,21699,17087,6315,13222,9908,4029,222737
112,63,74,124315,117766,50790,12847,6928,20233,4591,255442
24,60,70,201537,86438,20851,42517,16961,9057,3627,193266
73,70,87,856714,60440,38485,96225,16853,31592,3904,241154
56,57,93,296618,77804,109267,7809,16247,10394,5993,230690
-51,44,87,92980,36387,4641,6309,7864,1374,1374,52861
32,43,91,45460,59171,73052,32517,22646,8074,4171,212446
-41,47,80,84550,20147,6333,11543,8335,8561,4576,200159
153,48,64,649503,130720,14839,22161,28737,11111,3181,210539
-12,50,64,555614,152159,11595,31710,12404,7440,3243,193473
125,61,50,310438,134674,24436,11280,7753,25837,3410,212531
-55,43,27,275293,90540,2008,3127,4360,3337,1165,59717
169,41,37,29593,75520,19858,27883,12735,6680,1442,183308
19,50,43,131166,45822,18927,14555,10922,6334,4706,209578
70,44,53,729439,199904,95587,35010,11804,31296,8517,258833
-71,41,57,459165,89025,3794,3894,4339,2484,1931,124878
51,27,54,2699525,549563,75592,151447,41577,10862,2036,433996
39,24,47,270277,24458,3090,3043,1773,1675,1622,99884
10,10,40,796276,266971,19050,65731,38682,7287,4192,408426
59,17,57,2054679,112525,93451,23673,55063,14265,5676,448854
20,27,48,1007452,81019,2727,7679,7140,3904,1104,51580
-68,29,54,42653,25539,1229,15172,6217,2580,6927,186524
-18,53,63,34831,18769,11130,8257,5476,8062,2742,163482
35,50,69,1548131,54979,73409,28298,18990,6532,7209,193419
145,61,83,22408,41643,13528,22661,19738,12258,3058,240584
5,64,81,624299,27741,1869,13493,2199,3134,550,46001
5,56,83,653593,51045,17135,39968,14385,11571,6095,171898
32,60,78,317674,33095,48320,18710,53636,5724,6347,232661
25,47,66,503409,184350,20230,8107,8018,8052,14840,236522
-36,43,61,306041,103625,22384,16646,44422,7845,7920,260465
60,30,54,277450,159687,48267,12843,8902,7553,19961,232540
4,30,38,220627,91269,7419,7887,14673,6334,3654,247926
38,47,38,31890,58349,6236,4537,15826,11374,5163,284535
11,38,35,1333074,340501,37620,33408,25640,10555,5483,298988
132,50,35,198081,20226,5916,3858,5824,3004,691,61942
42,50,40,2225673,99985,9249,28085,39265,8140,3370,64368
75,47,47,1599204,97518,35302,9280,54169,15910,11483,200037
68,61,50,1771957,99558,17219,23077,18418,16676,1739,14105
-40,51,40,68885,183559,19308,3245,8555,7277,6214,33218
-14,57,53,595495,7704,2200,11053,2127,2170,768,10811
-278,60,63,45863,25522,33602,10630,23147,11149,3522,234347
55,64,63,40115,16984,4083,2924,6271,4370,1708,49283
73,77,70,331769,23227,2855,5468,3025,4016,1251,46491
19,64,66,45732,83352,9447,48297,8182,4320,4136,179962
65,63,75,119463,5916,6241,7321,605,2224,747,43953
118,63,70,5962,15673,2056,1910,3775,3582,1720,157470
28,63,80,57539,12839,11473,9030,9569,4164,3885,173965
-14,81,74,338397,38735,7315,13763,22147,11865,2980,153814
-99,80,61,794217,45116,24662,18582,41886,7813,3623,177453
311,70,74,542708,42482,18919,11715,4015,6368,544,50096
5,69,67,163903,43262,12790,11443,3558,8123,1529,38254
-21,64,75,33943,26716,17288,7718,11539,5244,4662,153258
37,51,63,269980,325258,29926,18787,18478,10934,2912,160272
-258,48,57,116991,107168,32016,25471,20851,10371,2509,163835
-82,44,63,371756,52398,28271,27111,24155,8677,2765,158544
19,27,48,2326241,555691,53837,33308,33145,12230,9734,201193
98,29,63,91850,60052,8978,38545,16349,3919,4720,182723
-12,29,60,63364,28625,4442,6092,1744,2534,979,36402
96,26,47,57974,130586,8892,18858,19006,8162,8122,163029
118,51,63,65210,19549,17230,23556,18390,13924,4645,189006
99,66,63,229756,10687,26049,5259,42652,6632,7600,195487
41,77,77,844116,4031,6457,3740,1646,2262,1105,37961
-56,69,80,284334,52059,8343,11069,22647,2062,4693,178507
8,61,77,58568,25191,16758,5681,7837,4975,3805,144948
4,53,67,405759,83875,8058,17146,13304,6646,3753,157116
23,54,66,24247,10830,4090,17370,3337,6271,3573,132953
39,60,70,165700,73378,27475,5907,3818,6254,2367,146452
-68,43,80,119165,92991,72490,71912,21100,5034,7894,135262
28,38,81,696969,194101,64307,1414,9610,10196,10957,123832
54,29,70,1998812,525836,196494,51336,170705,58849,8733,110293
-56,24,67,417470,138842,14051,33081,29867,5794,9389,186716
-20,38,43,195351,152966,7918,10911,35962,12689,4249,172259
-4,48,50,280818,59787,50825,24611,37215,15818,6277,181743
-86,38,53,219341,31959,14887,2534,3813,1362,1400,39245
-1,44,50,80119,85841,10499,12422,15754,7514,2633,157355
-9,56,57,188235,23319,6682,2933,15835,8017,3017,177332
52,44,44,86692,73987,3615,13685,4277,3212,4642,196239
67,35,50,81667,57631,44624,2987,2807,990,693,36633
48,30,67,32918,46550,58616,19630,5762,6754,3559,134275
-21,16,69,296502,112967,16310,17861,13980,8129,1868,147954
-108,29,80,10027,54787,16506,29181,19168,11529,3571,154903
83,38,80,341226,102511,67099,31740,16034,4936,4085,150928
19,43,57,56702,64249,1256,10454,8952,7018,3856,167652
-21,37,67,504869,175752,108401,6804,10637,7419,3691,123227
-29,38,74,190204,5919,9069,5262,8883,2743,1203,28349
12,44,54,143604,169293,14962,7637,14608,8519,1607,149746
120,29,67,24668,66434,14053,40895,25747,2262,3298,158459
70,21,74,125575,130315,101394,38479,6564,3483,5860,121712
70,14,67,368864,55517,11932,28646,12683,6338,2682,144677
55,16,78,432112,102845,26951,24612,15887,8236,3479,130026
-25,20,69,261119,159296,24999,16809,13030,4968,3335,169047
-12,47,69,18084,16653,8618,4463,4903,3378,1455,104179
9,50,70,452752,51965,11340,29148,18022,7379,4673,121748
0,64,83,416333,56093,49272,12192,19427,12750,2286,123778
20,64,70,4648,40804,1320,19217,20470,6791,4250,122821
-99,51,74,717071,84653,39405,30571,27411,5176,2257,103050
37,48,70,536303,64863,1966,31293,19110,5339,6448,109433
51,47,61,95485,69643,8823,14273,8030,7909,4743,96969
19,37,57,160226,159840,10049,33661,26692,9180,3967,63157
326,47,54,326666,114785,42205,31774,43072,14774,3434,81132
22,50,54,555120,132712,29975,31508,9887,13531,5602,124549
73,30,54,1495844,230637,16926,72230,33117,4270,2349,98454
28,47,61,18305,16130,7917,9427,15028,7570,6893,125599
-2,37,61,170014,115412,22289,48282,14260,5487,3750,129685
27,38,48,55356,170215,4878,19077,20958,15341,6695,145983
43,51,48,48918,66650,13214,14709,20558,4860,5235,57898
20,35,48,26425,105666,45330,9093,10648,6859,5389,50978
-54,47,51,1702483,75966,19977,66288,60939,12603,10338,382203
91,41,70,135950,18505,11109,7369,2023,2503,1986,10528
-86,43,75,938496,150441,43951,17247,13823,12270,10036,80480
-24,43,57,78635,52550,3866,1254,7830,2772,6575,7132
99,47,51,203927,37719,7555,9333,14945,6389,5234,88540
68,30,38,557217,260290,60683,11774,7419,4368,3746,85967
53,20,34,73748,46144,7654,5276,12362,1244,1654,21635
10,13,50,649849,79772,18762,14690,4152,2129,651,17870
93,16,47,116819,112080,26628,4620,21528,24615,16353,41808
85,30,47,275273,195214,12009,45207,19304,15669,6202,58900
6,43,51,627060,107102,8763,42734,31209,9822,1481,77964
87,54,50,65024,98898,44592,11886,32001,9862,5989,51359
-115,50,56,59149,25576,7036,11390,18670,5065,8551,65756
-21,44,60,159023,184769,34214,44991,30621,10547,2370,83611
13,50,74,37920,20900,24160,20742,16328,6776,6312,65723
42,56,75,186954,53604,26860,10396,20245,11171,1992,84345
103,48,61,750174,338544,28186,12984,10793,19052,7097,83857
131,60,60,96126,32740,2348,11158,10635,5578,3911,78738
10,50,57,61161,20568,27113,5245,15820,1909,508,13738
-166,43,54,144685,148007,18837,38163,6022,11631,3568,74592
25,48,69,522183,24895,5416,11720,3287,3600,1729,18789
212,40,61,445475,356230,32146,17634,31139,21880,16581,67748
156,48,60,609956,26990,16102,8881,2559,4019,1176,4647
-158,47,75,2155964,106827,157980,58386,28219,14325,3529,70385
-20,53,69,1187381,140113,52081,20884,21615,34440,5816,66385
-73,51,91,596222,56858,51033,16510,16200,6162,3261,64832
-3,38,81,554916,223208,45554,19300,10893,6426,3885,71762
66,38,66,11388,67896,22968,8948,21495,4721,3538,67103
-119,35,60,60454,63695,7930,14413,33454,9035,5359,63575
86,37,48,96626,92251,24562,9540,16060,7501,7109,68242
39,48,48,225517,78551,7917,14762,11008,7357,3272,48949
-7,56,51,79740,95778,30785,36033,26659,16668,4779,70638
39,60,51,178790,82049,11953,13390,25469,16049,9295,68853
52,60,57,41064,48990,33946,8494,16929,5338,7787,71296
25,54,66,185317,62330,10765,29106,11938,4197,4371,55152
104,53,50,1366492,154399,5326,13603,9351,14709,4872,51443
4,48,48,672997,84446,10208,9098,35342,10008,8707,57234
113,48,41,426800,103013,32933,12242,15759,8284,2993,46852
44,60,37,103975,120350,21039,20175,6003,22699,4707,57251
-59,61,48,2965395,191880,16416,77597,24848,28751,25365,64776
-45,60,56,184789,5021,925,1092,392,576,167,898
-62,69,51,348731,52824,24638,4622,56701,13232,2526,97683
65,61,40,544417,199610,7323,12553,11200,14393,12937,53188
34,60,34,193734,31242,3980,3622,4536,3105,1550,19169
167,56,30,208297,35795,8596,2917,4434,3127,1352,18685
85,44,30,590278,31439,3065,6012,4996,2018,660,37024
-55,43,40,200714,39498,7237,2425,3964,3338,1029,117028
18,44,51,125196,85592,58418,16828,30395,14996,5103,543622
10,35,37,289712,212792,5847,12108,28975,6423,3607,533354
-129,40,53,184989,4859,2962,4501,634,955,695,30045
65,41,54,762706,185125,11384,41225,19825,19793,5074,587757
171,41,53,1332751,76127,30080,24770,22044,13447,2956,519876
